episode,mean_reward
1,-0.882355236496
2,-0.872415177957
3,-0.884085296495
4,-0.877351028881
5,-0.869976500277
6,-0.89692182448
7,-0.965965529475
8,-0.972543588734
9,-0.975479239635
10,-0.97804490988
11,-0.978145090911
12,-0.965505930852
13,-0.970507497405
14,-0.971427197216
15,-0.969172053774
16,-0.975389040488
17,-0.959847531462
18,-0.922659737254
19,-0.870400901752
20,-0.869584967012
21,-0.877414178378
22,-0.657134954888
23,-0.086636579851
24,-0.0736683512025
25,-0.0750749984453
26,-0.332451970208
27,-0.8769260958
28,-0.881513014084
29,-0.88170898829
30,-0.87683960365
31,-0.877333738265
32,-0.875150386352
33,-0.877069384748
34,-0.877250936002
35,-0.87754167609
36,-0.874877638089
37,-0.876947296446
38,-0.876893926436
39,-0.876691072877
40,-0.870106900098
41,-0.877450157582
42,-0.87735843445
43,-0.88422666237
44,-0.877523582767
45,-0.877164625362
46,-0.876947284933
47,-0.877163908559
48,-0.876709923996
49,-0.877216062348
50,-0.877039352759
51,-0.876852085239
52,-0.877349521997
53,-0.87735115761
54,-0.877303954201
55,-0.877453835645
56,-0.869920588234
57,-0.877243522799
58,-0.877346226926
59,-0.877146121261
60,-0.884266636487
61,-0.884525179361
62,-0.877125267123
63,-0.877474062737
64,-0.869954058194
65,-0.884245482106
66,-0.877314443174
67,-0.877507003458
68,-0.877307660976
69,-0.877237222275
70,-0.879654867497
71,-0.872393605491
72,-0.909670911813
73,-0.815129930593
74,-0.0870503501549
75,-0.926030439666
76,-0.999798530515
77,-0.940866935859
78,-0.825634563313
79,-0.71646479131
80,-0.0739507499131
81,-0.0764800449071
82,-0.0795270967812
83,-0.877064340651
84,-0.877475168205
85,-0.877371467168
86,-0.876790839941
87,-0.8776585281
88,-0.884298608596
89,-0.870172868944
90,-0.870175404868
91,-0.876954975977
92,-0.869966848439
93,-0.876806712299
94,-0.877404011704
95,-0.877415894265
96,-0.876985301946
97,-0.877588498422
98,-0.877284538806
99,-0.877611936575
100,-0.884318075521
101,-0.877446161721
102,-0.877146484898
103,-0.876935979944
104,-0.884331328412
105,-0.869828354752
106,-0.87723318703
107,-0.876910658713
108,-0.884428985548
109,-0.87708892737
110,-0.877355860615
111,-0.884284595584
112,-0.877360523702
113,-0.872827756548
114,-0.869512851876
115,-0.869634085507
116,-0.877506048547
117,-0.876986116127
118,-0.870129530185
119,-0.877649091398
120,-0.877052588873
121,-0.77601592282
122,-0.882032545619
123,-0.961119796433
124,-0.851316893868
125,-0.961046349323
126,-1.00186701655
127,-1.00182214177
128,-1.00886891368
129,-1.00184811379
130,-1.00186882487
131,-1.00886703569
132,-1.00197310521
133,-1.00197372154
134,-1.0018741717
135,-1.00188914381
136,-1.00206458948
137,-1.00260190437
138,-1.00184874883
139,-1.00185657614
140,-1.00360700655
141,-1.00186422066
142,-0.99055939844
143,-0.980824480456
144,-0.985512422052
145,-1.00186761489
146,-1.00342887037
147,-0.98426158575
148,-1.00185591671
149,-1.00419376254
150,-1.00190632856
151,-1.00185442576
152,-1.00166524226
153,-1.01968237323
154,-1.02673948267
155,-0.942673173036
156,-1.00185683179
157,-1.00179113049
158,-1.00185660731
159,-1.00186637166
160,-1.00186229288
161,-1.00187534216
162,-1.00185575832
163,-1.00185126848
164,-1.00185341811
165,-1.0018462558
166,-1.00186810625
167,-1.00183102998
168,-1.00183859505
169,-1.0018639843
170,-1.00187344772
171,-1.00186859432
172,-1.00186161933
173,-1.00192209987
174,-1.00191336531
175,-1.00189519672
176,-1.0018632765
177,-1.00190861562
178,-1.0018337365
179,-1.00194392768
180,-1.00223865894
181,-1.00526414199
182,-1.00358744106
183,-1.00281758397
184,-1.00222843878
185,-0.983757000801
186,-1.01563956532
187,-0.926773851199
188,-0.960444685421
189,-0.96301796721
190,-0.971661143322
191,-0.968485688922
192,-0.966486075302
193,-0.974900378906
194,-0.969950937878
195,-0.962862133021
196,-0.974811885429
197,-0.973652372531
198,-0.975465840247
199,-0.981308214923
200,-0.971419252678
201,-0.969772816336
202,-0.969971261916
203,-0.975173862275
204,-0.972123620056
205,-0.967712471797
206,-0.966542617152
207,-0.970466396453
208,-0.972643446556
209,-0.966570835853
210,-0.968496903485
211,-0.974857839474
212,-0.975439780557
213,-0.963522507516
214,-0.961692758369
215,-0.962708937028
216,-0.93973612623
217,-0.962638604127
218,-0.965547071248
219,-0.960424653468
220,-0.965682819601
221,-0.880006772832
222,-0.913035307495
223,-0.965738561165
224,-0.964315248094
225,-0.959874834379
226,-0.963062060487
227,-0.962431978615
228,-1.02423582504
229,-0.0736013022378
230,-0.072963651083
231,-0.0738708299717
232,-0.0724507665194
233,-0.0749365062391
234,-0.880994618809
235,-0.880643078637
236,-0.881029134474
237,-0.88058637232
238,-0.885228372297
239,-0.880802289553
240,-0.885128096921
241,-0.880898213149
242,-0.881037313549
243,-0.885092164223
244,-0.885180172103
245,-0.885196745049
246,-0.880968973977
247,-0.891906511525
248,-0.88120835061
249,-0.888110344467
250,-0.884838906325
251,-0.881071469597
252,-0.887547061819
253,-0.88803976895
254,-0.888289709933
255,-0.880657134602
256,-0.888031850747
257,-0.881056608021
258,-0.87861849528
259,-0.880864716253
260,-0.891756904553
261,-0.0744562832634
262,-0.073361683668
263,-0.0736683747157
264,-0.075027484706
265,-0.0738313093378
266,-0.0735020436339
267,-0.0755865941943
268,-1.02409969364
269,-0.968104763496
270,-0.971470515115
271,-0.965450479502
272,-0.962611799622
273,-1.01556597042
274,-0.879492398337
275,-0.877339653133
276,-0.897827683588
277,-0.856135710734
278,-0.0803159335196
279,-0.076180674228
280,-0.0738533956322
281,-0.0742452340194
282,-0.0742681334509
283,-0.0722015009147
284,-0.0726781383042
285,-0.0736650314129
286,-0.0730251222466
287,-0.0735724281122
288,-0.0748171871333
289,-0.0737048615068
290,-0.0720308884602
291,-0.0736801799958
292,-0.0707844559052
293,-0.0690306179977
294,-0.0732346976825
295,-0.0736828911279
296,-0.0767619264733
297,-0.601091797549
298,-0.574117079398
299,-0.87310879616
300,-0.748185666456
301,-0.504515306244
302,-0.949140629487
303,-0.49383318215
304,-0.075187403945
305,-0.635573710723
306,-0.817626242006
307,-0.631552183782
308,-0.81581149696
309,-0.529163007634
310,-0.0736820816151
311,-0.16283799707
312,-0.986191195889
313,-0.845407417053
314,-0.834677513208
315,-0.902256718279
316,-0.887788647213
317,-0.916579786766
318,-0.899046859178
319,-0.94962319357
320,-0.958991090215
321,-0.939586613821
322,-0.955083179982
323,-0.969574728507
324,-0.47513636984
325,-1.02637902375
326,-0.5829947761
327,-0.856361922042
328,-0.0748440679851
329,-0.0739454986101
330,-0.0693013480458
331,-0.0734140860759
332,-0.0736018159715
333,-0.0749910299724
334,-0.0757512139464
335,-0.0738067377118
336,-0.0735799042748
337,-0.0737571625317
338,-0.0732786914719
339,-0.0738684563459
340,-0.0736976541419
341,-0.0735072261796
342,-0.0731508765624
343,-0.0730275323713
344,-0.073232579782
345,-0.0738024398249
346,-0.0742176967539
347,-0.0732805295163
348,-0.0737887627623
349,-0.073748113999
350,-0.0733438526112
351,-0.0738702624451
352,-0.0740853411537
353,-0.0736501452412
354,-0.0736812841712
355,-0.0733449769049
356,-0.0725849892877
357,-0.0719875733238
358,-0.0735405401154
359,-0.0750658624443
360,-0.0733290535169
361,-0.0736185253034
362,-0.0728016315135
363,-0.0733263455172
364,-0.0738372270215
365,-0.0736773781574
366,-0.0736842183635
367,-0.0723653495099
368,-0.073535427481
369,-0.0733353210311
370,-0.0735901943765
371,-0.0736052661825
372,-0.0737353628473
373,-0.0736162810957
374,-0.0739204410826
375,-0.0736689412782
376,-0.0738163257769
377,-0.0764929565266
378,-0.0740433535806
379,-0.0737220691993
380,-0.0736311037587
381,-0.073239365959
382,-0.0712020169309
383,-0.0764160136845
384,-0.0733084168212
385,-0.0728217064836
386,-0.0731639447298
387,-0.0715692977462
388,-0.0735690019685
389,-0.0735691884353
390,-0.0730322972093
391,-0.0737464027049
392,-0.0733998641525
393,-0.0737610314246
394,-0.0734489770915
395,-0.0735651417885
396,-0.0723129687624
397,-0.0735562746
398,-0.073683975239
399,-0.0724100119672
400,-0.0709147638886
401,-0.073982523894
402,-0.0741845699902
403,-0.0742535732127
404,-0.0736520686428
405,-0.0737729046569
406,-0.0740199105491
407,-0.0736179996716
408,-0.0735785074488
409,-0.0731286243779
410,-0.0738773008241
411,-0.0722071899224
412,-0.0712950732302
413,-0.0737147469261
414,-0.0738714041288
415,-0.0736131976358
416,-0.0732287937521
417,-0.0734560759876
418,-0.0741431905515
419,-0.0733965673264
420,-0.0735717487076
421,-0.0736944300263
422,-0.0736941898243
423,-0.0736588432928
424,-0.0734300859029
425,-0.0731686945614
426,-0.0735470727694
427,-0.0732608751948
428,-0.0738936928117
429,-0.0712837802654
430,-0.0735622417913
431,-0.0736914670437
432,-0.0731296650201
433,-0.07339940354
434,-0.0732238263311
435,-0.0729794468089
436,-0.0743764874861
437,-0.0716069319964
438,-0.0731971885571
439,-0.0718367041309
440,-0.0736716174486
441,-0.0733467423926
442,-0.0734968629314
443,-0.0741795542573
444,-0.0731048384121
445,-0.073071967338
446,-0.0736633484693
447,-0.0735234137427
448,-0.0737745781965
449,-0.0761441959208
450,-0.0744759271745
451,-0.0740216710174
452,-0.0736426979362
453,-0.0736228972648
454,-0.0737276124536
455,-0.073598549203
456,-0.0733848067767
457,-0.0729915353616
458,-0.0737920405234
459,-0.0735243066817
460,-0.0735761131361
461,-0.0720530276125
462,-0.074785436315
463,-0.0733964915267
464,-0.0755698268965
465,-0.0745346681814
466,-0.072553421455
467,-0.0735447487971
468,-0.0735637391199
469,-0.0721528231536
470,-0.0738480266544
471,-0.0720472179487
472,-0.07287091769
473,-0.0727807148211
474,-0.0736361225226
475,-0.0735567210193
476,-0.0736960882816
477,-0.0736764320249
478,-0.0746612033456
479,-0.0700434360825
480,-0.0735898907519
481,-0.0733750041289
482,-0.0732501516102
483,-0.0737411233945
484,-0.073347291136
485,-0.0736621298807
486,-0.0763212212939
487,-0.0734538032205
488,-0.0745438842319
489,-0.0722792934159
490,-0.0727186049807
491,-0.074046506974
492,-0.0734038163573
493,-0.0746326475235
494,-0.0709129703826
495,-0.0745239940106
496,-0.0740959330513
497,-0.0736205508292
498,-0.0736411659191
499,-0.0736284486676
500,-0.0734389867077
501,-0.0734001396331
502,-0.0720640177672
503,-0.0735125678488
504,-0.0732748065138
505,-0.0737350462531
506,-0.0757231693272
507,-0.0737444991275
508,-0.0750746990564
509,-0.0733189904817
510,-0.073829641286
511,-0.0705685118533
512,-0.0689595651552
513,-0.0736908369462
514,-0.0737758617602
515,-0.073642671116
516,-0.0735555139806
517,-0.0745589143221
518,-0.0735214521146
519,-0.0721922494332
520,-0.0743790413573
521,-0.0732647743511
522,-0.0735917105629
523,-0.0738732185139
524,-0.0753590621144
525,-0.073964010645
526,-0.0736850461232
527,-0.0736393917785
528,-0.0701318216023
529,-0.0758262800773
530,-0.073144956972
531,-0.0736234707208
532,-0.0728796644492
533,-0.0736290451673
534,-0.0741220435558
535,-0.0737243994284
536,-0.0736520261541
537,-0.0736677527457
538,-0.0739458179368
539,-0.0705956123243
540,-0.0719459115253
541,-0.0753301658701
542,-0.0735991551993
543,-0.0704116658216
544,-0.0736843918797
545,-0.0729697774223
546,-0.0740686902515
547,-0.0735555955566
548,-0.0736114999429
549,-0.0747611772605
550,-0.0727017646266
551,-0.0738613484297
552,-0.0730949784696
553,-0.0734941260983
554,-0.0736638281603
555,-0.0735406904476
556,-0.0736285476829
557,-0.0736638969056
558,-0.0726448230376
559,-0.0728399749341
560,-0.073483383214
561,-0.0743154412375
562,-0.0734623534454
563,-0.0739373559508
564,-0.0723412193559
565,-0.0735656227059
566,-0.073666073748
567,-0.0729117772269
568,-0.0736322959685
569,-0.0738446864472
570,-0.0738768381565
571,-0.0736165944996
572,-0.0736838811812
573,-0.0736756929843
574,-0.0733718791653
575,-0.0752204964211
576,-0.0720104437285
577,-0.0723466290936
578,-0.0738390439311
579,-0.0734138836653
580,-0.0745616746184
581,-0.0750019549114
582,-0.0732264584782
583,-0.0737418547283
584,-0.0731974907409
585,-0.0737058079517
586,-0.0722890583888
587,-0.0734500918159
588,-0.0735991339758
589,-0.0771438827129
590,-0.0737828785459
591,-0.0744330480297
592,-0.0758314778309
593,-0.0736526917025
594,-0.0735849014451
595,-0.0734152054264
596,-0.0710132782152
597,-0.073981867772
598,-0.0740667344682
599,-0.0715901859106
600,-0.0739837459606
601,-0.0762265208434
602,-0.0738760128824
603,-0.0735572095041
604,-0.0735843054495
605,-0.0743543223312
606,-0.0734531132011
607,-0.0756741790179
608,-0.0717874049602
609,-0.0735975799049
610,-0.0737925252351
611,-0.0724756722008
612,-0.0737491728616
613,-0.0736208350158
614,-0.0728850248597
615,-0.0725899280257
616,-0.0736346143697
617,-0.0739360235426
618,-0.0745439378702
619,-0.0736383086941
620,-0.0736529920871
621,-0.0736562669644
622,-0.0736198645877
623,-0.0736939496889
624,-0.0734440265208
625,-0.0733870751142
626,-0.0732050442381
627,-0.0743287103379
628,-0.0735997000386
629,-0.0735680783355
630,-0.0737085730727
631,-0.0732715638213
632,-0.0735283237787
633,-0.0737685778061
634,-0.0746988121947
635,-0.0740082214084
636,-0.0729628975943
637,-0.0733671831204
638,-0.0733106361764
639,-0.0746580025803
640,-0.0722904302554
641,-0.0717897222804
642,-0.0741580545372
643,-0.0732248088616
644,-0.0739410192936
645,-0.0739142944033
646,-0.073683471148
647,-0.0734325413721
648,-0.0730859563896
649,-0.0726270154898
650,-0.0739566071706
651,-0.0748368037595
652,-0.0745297007739
653,-0.0734103377133
654,-0.074129267271
655,-0.0738293868205
656,-0.0708996741864
657,-0.0729852673603
658,-0.0735384945525
659,-0.0756566710317
660,-0.0742923755545
661,-0.0730585622221
662,-0.0735356434379
663,-0.0737025764182
664,-0.0732291051896
665,-0.0736000174364
666,-0.0736055336515
667,-0.0738808363304
668,-0.073604162603
669,-0.073352337713
670,-0.0724745314183
671,-0.0740917479136
672,-0.072251209272
673,-0.0741122696339
674,-0.0735835347349
675,-0.073771634615
676,-0.0735128003574
677,-0.0712508086397
678,-0.0735338215391
679,-0.0708224877232
680,-0.073914266698
681,-0.0736240448177
682,-0.0736753032648
683,-0.0768476133614
684,-0.0736531057119
685,-0.0732138956159
686,-0.0735656125683
687,-0.0736678958496
688,-0.0745834915565
689,-0.0735227184307
690,-0.071069551678
691,-0.0729577272995
692,-0.0736555998044
693,-0.0737227779024
694,-0.0735050075835
695,-0.0727569334942
696,-0.0735622432098
697,-0.0737557388066
698,-0.0726808166385
699,-0.0727826018384
700,-0.0729978732869
701,-0.0771936274646
702,-0.073053876286
703,-0.0735407291706
704,-0.0749709501103
705,-0.0736168323628
706,-0.0711563974069
707,-0.0725255640061
708,-0.0732588598905
709,-0.0744677644643
710,-0.0730599809888
711,-0.0734071505151
712,-0.0740042781351
713,-0.0733303806004
714,-0.0751363361451
715,-0.0748153055861
716,-0.0739231485736
717,-0.0736069045048
718,-0.0737294080948
719,-0.0740718639764
720,-0.0702292014487
721,-0.0736228654461
722,-0.0755692487864
723,-0.0735337782883
724,-0.0739254472512
725,-0.077688347261
726,-0.0738753419562
727,-0.0730577080226
728,-0.0735990450021
729,-0.0729155770935
730,-0.0736036477506
731,-0.0734568771877
732,-0.073662680127
733,-0.0732443889193
734,-0.0733571315343
735,-0.0736870258946
736,-0.0735050176686
737,-0.0740759947486
738,-0.074395631438
739,-0.0737237250527
740,-0.0735581972753
741,-0.0733082062275
742,-0.0691455655833
743,-0.0735244849295
744,-0.0736358335806
745,-0.0718738641468
746,-0.0737960182053
747,-0.0739909779213
748,-0.0722885335142
749,-0.0740375702362
750,-0.073551154847
751,-0.0733309992744
752,-0.0736249529601
753,-0.0733368879973
754,-0.0735522165018
755,-0.0743969410138
756,-0.0741773783458
757,-0.0737482511605
758,-0.0730488478599
759,-0.0738671018383
760,-0.0744472007438
761,-0.0718595770028
762,-0.0732963839537
763,-0.073690442846
764,-0.0741463016686
765,-0.0744919052169
766,-0.073655840209
767,-0.0734351350532
768,-0.0738089629195
769,-0.0740959615088
770,-0.0736936690225
771,-0.073697185896
772,-0.070948600844
773,-0.0735032280541
774,-0.0706694776405
775,-0.072870618166
776,-0.072064007885
777,-0.0728568989431
778,-0.0733239471105
779,-0.0758717947047
780,-0.0718346280689
781,-0.0736550518899
782,-0.0787749543627
783,-0.0702720011406
784,-0.0732399896139
785,-0.0739568860107
786,-0.0708882867859
787,-0.0736323831336
788,-0.0732428179487
789,-0.0712540752812
790,-0.0730524965522
791,-0.0697810013099
792,-0.0712853642209
793,-0.0734626309991
794,-0.0718027921893
795,-0.0742470167589
796,-0.0736625304329
797,-0.0735071575282
798,-0.0749688923655
799,-0.0739344678111
800,-0.073122302858
801,-0.0714921713214
802,-0.0735866519736
803,-0.0745294006901
804,-0.0735527264758
805,-0.0752407556624
806,-0.0733181192013
807,-0.0743771800336
808,-0.0732224170194
809,-0.0736381228219
810,-0.0721607605479
811,-0.0735929380041
812,-0.0735521924427
813,-0.0724620344247
814,-0.0718543875379
815,-0.0735326696153
816,-0.073503072434
817,-0.073398284369
818,-0.0736157346616
819,-0.0710155001225
820,-0.0756931295678
821,-0.073340878591
822,-0.0735891555996
823,-0.0736447641351
824,-0.0740942068053
825,-0.0737362030219
826,-0.0733588097196
827,-0.0735756305703
828,-0.0736226905569
829,-0.0745502272083
830,-0.0736535952678
831,-0.072530872523
832,-0.0720423913523
833,-0.0738064105182
834,-0.0742184638251
835,-0.0715816242912
836,-0.0736893098076
837,-0.0731989917196
838,-0.0737725572338
839,-0.0734122426405
840,-0.0741436983431
841,-0.0736432917781
842,-0.0733832635376
843,-0.0735343261895
844,-0.0748104404476
845,-0.0732207043519
846,-0.0736191151943
847,-0.0735810609642
848,-0.0739340563388
849,-0.0734258239376
850,-0.0735330457139
851,-0.0734242259038
852,-0.0747945734804
853,-0.0732140331867
854,-0.0728519545807
855,-0.0723970712629
856,-0.0738335154306
857,-0.0724175502386
858,-0.0735249908762
859,-0.0736300068941
860,-0.0739609489932
861,-0.0735440943812
862,-0.0700596320094
863,-0.0736070882461
864,-0.073697143878
865,-0.0734553620135
866,-0.0737387740196
867,-0.073515172075
868,-0.0734864788676
869,-0.0739554871431
870,-0.0736449775217
871,-0.0739638324483
872,-0.072615212284
873,-0.0746722734697
874,-0.0737437895169
875,-0.0713757317707
876,-0.0736623564651
877,-0.0738295689851
878,-0.0740834033535
879,-0.0736885635684
880,-0.0746557249242
881,-0.0741177772071
882,-0.0735612805419
883,-0.0734339790636
884,-0.072168394198
885,-0.0730094799266
886,-0.0737159719798
887,-0.0737208584174
888,-0.0737449256525
889,-0.0727719191302
890,-0.0736983593924
891,-0.0718683948434
892,-0.0742499971264
893,-0.0711861187232
894,-0.0733719425788
895,-0.0733171548328
896,-0.0736302739994
897,-0.0716215037752
898,-0.0741910164815
899,-0.0720673966156
900,-0.0733783497452
901,-0.0735769736947
902,-0.0738784841278
903,-0.0740503223474
904,-0.0728049303903
905,-0.0742626868548
906,-0.0735449187173
907,-0.0732454344178
908,-0.0706127683421
909,-0.0735892338361
910,-0.0714305513242
911,-0.0713149940966
912,-0.0730089420861
913,-0.0742492600475
914,-0.0739191033919
915,-0.0736316104011
916,-0.073526175903
917,-0.0709626545304
918,-0.0740851896544
919,-0.0735981249808
920,-0.0735667150225
921,-0.0731718599551
922,-0.073130919203
923,-0.0731121503761
924,-0.0736009227338
925,-0.0734811354839
926,-0.0740670962317
927,-0.0745696285404
928,-0.0729419980019
929,-0.0735191806261
930,-0.0703670275586
931,-0.0736075941299
932,-0.0740731958595
933,-0.0738158220678
934,-0.0734905961049
935,-0.0703869661712
936,-0.0728437367968
937,-0.0727122456245
938,-0.0741167449488
939,-0.0735317731161
940,-0.0737261920018
941,-0.0736154004566
942,-0.073333734589
943,-0.0735854048009
944,-0.0713351726331
945,-0.0737041694501
946,-0.0738514860262
947,-0.0734432389744
948,-0.0734463528428
949,-0.0734807648849
950,-0.0736248738515
951,-0.0735661997541
952,-0.0701770461946
953,-0.0734098539245
954,-0.0750164048202
955,-0.0732157644378
956,-0.0728848876559
957,-0.0736400541698
958,-0.0726531426329
959,-0.0721681632196
960,-0.0720940970587
961,-0.0731492476032
962,-0.0731694599409
963,-0.0734966700782
964,-0.0737415445324
965,-0.0740405510949
966,-0.0736526589065
967,-0.0734714838998
968,-0.0738313499261
969,-0.0759763069837
970,-0.0734004665953
971,-0.0722235253407
972,-0.0733972005423
973,-0.0736489052843
974,-0.0738162333893
975,-0.0736159622144
976,-0.0736669610777
977,-0.0766798966748
978,-0.0715086648592
979,-0.0734120450613
980,-0.0736273747802
981,-0.0737850130695
982,-0.0748334511052
983,-0.0735563165779
984,-0.0736245975206
985,-0.0736475950639
986,-0.0735672160468
987,-0.0736064346062
988,-0.0748878272031
989,-0.0733236584519
990,-0.0736306889993
991,-0.0711011734957
992,-0.0739577400849
993,-0.0749346376113
